Roll_No,Off_Name,County,Ethos,xcoord,ycoord,Long,Lat
19279F,S N NAOMH TREASA,Longford,CATHOLIC,219094,281092,-7.71033,53.779
19296F,S N NAOMH COLMCILLE,Longford,CATHOLIC,225987,288510,-7.60513,53.8454
19353O,ST PATRICKS NS LONGFORD,Longford,CATHOLIC,223176,295253,-7.64734,53.9061
19467G,SAINT MELS,Longford,CATHOLIC,220496,268640,-7.68988,53.6671
19753H,ST EMERS,Longford,CATHOLIC,214555,275724,-7.77944,53.7309
19975C,ST PATRICKS,Longford,CATHOLIC,219186,289572,-7.7084,53.8552
19987J,SCOIL MHUIRE N S,Longford,CATHOLIC,211041,279206,-7.83257,53.7623
20083S,GAELSCOIL AN LONGFOIRT,Longford,CATHOLIC,213212,273972,-7.79987,53.7152
20101R,THE SACRED HEART PRIMARY N.S.,Longford,CATHOLIC,233610,281280,-7.4901,53.78
20124G,ST MARYS N.S.,Longford,CATHOLIC,226301,272117,-7.60176,53.6981
20128O,ST MATTHEWS MIXED N.S,Longford,CATHOLIC,215404,257438,-7.76748,53.5666
00851C,PRESENTATION CONVENT,Louth,CATHOLIC,309370,276836,-6.34265,53.7297
01434O,S N COLUMCILLE,Louth,CATHOLIC,309574,288824,-6.3353,53.8373
01553W,LOUTH MIXED N S,Louth,CATHOLIC,295633,301057,-6.5432,53.9499
01554B,BAILE AN PHUSTA N S,Louth,CATHOLIC,295044,286762,-6.5566,53.8216
02322I,ST OLIVERS NS,Louth,CATHOLIC,319065,311331,-6.18241,54.0374
02745N,TALLONSTOWN N S,Louth,CATHOLIC,295337,297638,-6.54877,53.9193
02793B,S N MULLACH BUI,Louth,CATHOLIC,316705,309313,-6.2192,54.0198
03787L,WALSHESTOWN N S,Louth,CATHOLIC,312028,285497,-6.29924,53.8069
06576N,DROMIN N S,Louth,CATHOLIC,302423,289424,-6.44369,53.8442
11072M,S N NAOMH PEADAR,Louth,CHURCH OF IRELAND,308627,275404,-6.3544,53.717
13670T,DULARGY MIXED N S,Louth,CATHOLIC,309368,311672,-6.33025,54.0426
14069P,DUN DEALGAN N S,Louth,PRESBYTERIAN,305268,307282,-6.39434,54.004
14207B,SN CHILL SARAIN,Louth,CATHOLIC,305913,294219,-6.38903,53.8865
14252G,CALLYSTOWN MIXED N S,Louth,CATHOLIC,315802,283872,-6.24259,53.7915
14578N,SCOIL NAOMH FAINCHE,Louth,CATHOLIC,300056,281852,-6.4821,53.7766
14651U,CASTLETOWN RD CONVENT,Louth,CATHOLIC,304606,308005,-6.40418,54.0106
15101N,KNOCKBRIDGE MIXED N S,Louth,CATHOLIC,299418,303681,-6.48471,53.9728
15259C,S N N MAOLMHAODHAGH C,Louth,CATHOLIC,304389,306914,-6.40787,54.0009
15260K,S N N MAOLMHAODHAGH N,Louth,CATHOLIC,304447,306953,-6.40697,54.0012
15285D,SC NA GCREAGACHA DUBHA,Louth,CATHOLIC,307145,302876,-6.36727,53.964
16208N,Scoil N�is�unta Naomh Feich�n,Louth,CATHOLIC,314090,280083,-6.26996,53.7578
16249E,BELLURGAN N S,Louth,CATHOLIC,310025,308749,-6.32128,54.0162
16431Q,S N OILIBEAR BEANNAITHE,Louth,CATHOLIC,292094,302623,-6.59662,53.9646
16469S,ST NICHOLAS MONASTERY NS,Louth,CATHOLIC,304582,307944,-6.40457,54.0101
16749B,KILCURLEY MIXED N S,Louth,CATHOLIC,300387,307544,-6.46867,54.0073
16760M,DROMISKIN MIXED N S,Louth,CATHOLIC,304811,298015,-6.40449,53.9208
17059E,SCOIL NA MBRAITHRE SN,Louth,CATHOLIC,308987,275513,-6.34891,53.7179
17124M,ARDEE MONASTERY,Louth,CATHOLIC,296291,290158,-6.5366,53.8519
17195M,C.B.S. PRIMARY,Louth,CATHOLIC,304966,307532,-6.39886,54.0063
17315T,SCOIL DAIRBHRE MIXED,Louth,CATHOLIC,301316,298654,-6.45746,53.9273
17550G,SCOIL FHURSA,Louth,CATHOLIC,304722,302855,-6.40418,53.9643
17726R,S N TULACH ALUINN,Louth,CATHOLIC,304048,277494,-6.42304,53.7367
17949O,S N PADRAIG NAOFA B,Louth,CATHOLIC,308709,275847,-6.353,53.7209
17952D,S N NAOMH FHIONAIN,Louth,CATHOLIC,308762,291633,-6.34663,53.8627
17965M,S N BHRIDE,Louth,CATHOLIC,313132,315916,-6.27123,54.0799
18001B,S N NAOMH LORCAN,Louth,CATHOLIC,314436,316214,-6.2512,54.0823
18019U,S N CHAOIMHIN NAOFA,Louth,CATHOLIC,300792,286939,-6.46928,53.8222
18034Q,S N MHUIRE,Louth,CATHOLIC,322067,308591,-6.13771,54.012
18045V,S N MUIRE GAN SMAL,Louth,CATHOLIC,311518,281366,-6.30848,53.7699
18069M,NAOMH SEOSAMH,Louth,CATHOLIC,307742,275636,-6.36772,53.7192
18098T,S N BHRIDE C,Louth,CATHOLIC,308807,275863,-6.35151,53.7211
18099V,S N MUIRE NA TROCAIRE,Louth,CATHOLIC,296536,290254,-6.53285,53.8527
18101F,S N MUIRE,Louth,CATHOLIC,313945,307021,-6.26215,53.9998
18126V,S N SAN NIOCLAS,Louth,CATHOLIC,302620,291898,-6.43987,53.8663
18148I,SCOIL BHRIDE MIXED N S,Louth,CATHOLIC,305361,288048,-6.39954,53.8312
18186Q,SCOIL PHADRAIG NAOFA,Louth,CATHOLIC,303189,311713,-6.42453,54.0442
18312S,S N TALAMH NA MANACH,Louth,CATHOLIC,319825,307458,-6.17235,54.0024
18347O,S N SAN NIOCLAS,Louth,CHURCH OF IRELAND,304964,307935,-6.39875,54.0099
18382Q,SCOIL BHRIDE,Louth,CATHOLIC,294505,310929,-6.55731,54.0388
18391R,S N BRIGHDE,Louth,CATHOLIC,305574,311776,-6.38811,54.0443
18471P,S N RATH CORR,Louth,CATHOLIC,318804,305597,-6.18864,53.9859
18504E,S N N MAOLMHAODHAGH B,Louth,CATHOLIC,304423,306934,-6.40734,54.001
18635T,S N TIGH AN IUBHAIR,Louth,CATHOLIC,304302,283551,-6.41714,53.791
19215C,S N ARD MHUIRE C,Louth,CATHOLIC,308340,274732,-6.35898,53.711
19223B,S N PADRAIG,Louth,CATHOLIC,308611,281936,-6.35235,53.7756
19246N,S N AN TSLANAITHEORA B,Louth,CATHOLIC,303948,307501,-6.41439,54.0062
19247P,S N AN TSLANAITHEORA C,Louth,CATHOLIC,303867,307545,-6.41561,54.0066
19479N,RATHMULLAN N S,Louth,CATHOLIC,307543,274698,-6.37106,53.7109
19598V,MUIRE NA NGAEL NS,Louth,CATHOLIC,306681,306325,-6.37313,53.9951
19673J,ST JOSEPHS N S,Louth,CATHOLIC,305820,305958,-6.38638,53.992
19678T,ST PAULS SENIOR NS,Louth,CATHOLIC,307448,274673,-6.37251,53.7107
19740V,S N AONGHUSA,Louth,CATHOLIC,309038,275525,-6.34814,53.718
19892V,GAELSCOIL DHUN DEALGAN,Louth,CATHOLIC,306195,305520,-6.38082,53.988
20146Q,LE CHEILE EDUCATE TOGETHER,Louth,MULTI DENOMINATIONAL,311967,275618,-6.30375,53.7182
20163Q,S.N EOIN BAISTE,Louth,CATHOLIC,303200,308830,-6.42534,54.0183
20171P,ARDEE EDUCATE TOGETHER N.S,Louth,MULTI DENOMINATIONAL,296003,291357,-6.5406,53.8627
20205G,ST MARYS PARISH PRIMARY SCHOOL,Louth,CATHOLIC,309720.56,274388.73,-6.3382,53.7076
20259G,St. Francis National School,Louth,CATHOLIC,306916,302906,-6.37075,53.9643
20294I,Aston Village Educate Together National School,Louth,MULTI DENOMINATIONAL,310307,277007,-6.32839,53.731
20339E,R�ALT NA MARA SCHOOL,Louth,CATHOLIC,305569,307582,-6.38964,54.0066
20349H,SCOIL OILIBH�IR NAOFA,Louth,CATHOLIC,309276,276666,-6.34413,53.7282
01676P,BALLINDINE B N S,Mayo,CATHOLIC,136792,269608,-8.9565,53.6724
02912G,SCOIL NA GCOILLINI,Mayo,CATHOLIC,132954,298293,-9.02082,53.9296
04796R,BRACKLOON N S,Mayo,CATHOLIC,96943,279420,-9.56259,53.7542
05120L,LEHINCH N S,Mayo,CATHOLIC,128984,268276,-9.07433,53.6594
05756K,BURRISCARRA N S,Mayo,CATHOLIC,119490,276129,-9.21997,53.7286
06852L,GARRACLOON N S,Mayo,CATHOLIC,119220,316579,-9.23473,54.0919
07054L,CULLENS N S,Mayo,CATHOLIC,123983,321618,-9.16321,54.1379
07075T,S N NAOMH FEICHIN,Mayo,CATHOLIC,119479,255144,-9.2147,53.5401
07374G,BALLINTUBBER N S,Mayo,CATHOLIC,114016,279529,-9.30383,53.7582
08302J,HOLY TRINITY NATIONAL SCHOOL,Mayo,CHURCH OF IRELAND,99811,284614,-9.52081,53.8014
09040K,NEWTOWNWHITE N S,Mayo,CHURCH OF IRELAND,123052,327087,-9.17885,54.1869
09658H,GLENISLAND N S,Mayo,CATHOLIC,107637,294608,-9.40506,53.8926
11725I,BEHEYMORE N S,Mayo,CATHOLIC,128392,319124,-9.09517,54.1161
11834N,CLOONDAFF N S,Mayo,CATHOLIC,105434,299856,-9.44018,53.9393
12173A,MEELICKMORE N S,Mayo,CATHOLIC,137562,273025,-8.94554,53.7032
12206M,S N NAOMH PADRAIG,Mayo,CATHOLIC,122771,311086,-9.17907,54.0431
12350T,S N NA HAILLE,Mayo,CATHOLIC,118943,258826,-9.22374,53.5731
12373I,S N EACHLEIME,Mayo,CATHOLIC,62496,320803,-10.1032,54.1178
12467R,CRAGGAGH N S,Mayo,CATHOLIC,129075,285899,-9.077,53.8177
12568A,SN INBHEAR,Mayo,CATHOLIC,78493,335195,-9.86445,54.2511
12569C,S N ROS DUMHACH,Mayo,CATHOLIC,83179,338757,-9.79397,54.2842
12626L,SN COILL A TSIDHEAIN,Mayo,CATHOLIC,105243,263239,-9.43185,53.6104
12792F,SAINT MICHAELS N S,Mayo,CHURCH OF IRELAND,124616,318250,-9.15269,54.1077
12808R,SHRAHEEN N S,Mayo,CATHOLIC,125294,306837,-9.13951,54.0053
12815O,CREGDUFF N S,Mayo,CATHOLIC,122339,264306,-9.17385,53.6228
12816Q,S N CEATHRU AN CHLOCHAR,Mayo,CATHOLIC,119067,268934,-9.2245,53.6639
12936D,CLOONLYON N S,Mayo,CATHOLIC,144994,298256,-8.83752,53.9307
12938H,S N TAMHNIGHAN FHEADHA,Mayo,CATHOLIC,149020,296768,-8.77598,53.9177
13080V,KILMOVEE IN S,Mayo,CATHOLIC,156781,293629,-8.65741,53.8902
13145A,S N NAOMH COLM CILLE,Mayo,CATHOLIC,97938,284215,-9.5491,53.7974
13152U,ST JOSEPHS N S,Mayo,CATHOLIC,112145,286600,-9.33421,53.8215
13174H,ST COLUMBAS N.S.,Mayo,CATHOLIC,57511,253257,-10.1481,53.51
13222P,SN GLEANN A CHAISIL,Mayo,CATHOLIC,75491,329048,-9.90794,54.1952
13225V,CORMAIC NFA,Mayo,CATHOLIC,112219,324912,-9.34413,54.1656
13311O,ST PATRICKS NS,Mayo,CATHOLIC,68901,284446,-9.98966,53.793
13383Q,S N AN TSRAITH,Mayo,CATHOLIC,73656,325836,-9.93469,54.1659
13389F,SN AN TRIAN LAIR,Mayo,CATHOLIC,139261,294595,-8.92407,53.8972
13444K,S N BEAL ATHA NA HEIN,Mayo,CATHOLIC,113313,283550,-9.31562,53.7943
13500R,MOUNT PLEASANT N S,Mayo,CATHOLIC,122389,278011,-9.17652,53.7459
13555T,S N FAITCHE,Mayo,CATHOLIC,101974,290027,-9.48971,53.8504
13659I,BEACAN MIXED N S,Mayo,CATHOLIC,144004,279094,-8.8491,53.7584
13667H,SN  MUINE CHONALLAIN,Mayo,CATHOLIC,132868,318342,-9.02655,54.1097
13684H,BEANNCHOR N S,Mayo,CATHOLIC,86304,322977,-9.74004,54.1432
13758K,TEMPLEMARY N S,Mayo,CATHOLIC,118036,332353,-9.25711,54.2334
13773G,S N GORT AN EADAIN,Mayo,CATHOLIC,130109,282094,-9.06044,53.7837
13781F,BREAFFY N S,Mayo,CATHOLIC,118553,289387,-9.23766,53.8475
13797U,LECANVEY N S,Mayo,CATHOLIC,88740,282354,-9.68797,53.7788
13882L,S N GLEANN NA MUAIDHE,Mayo,CATHOLIC,92470,333894,-9.64962,54.2425
14064F,S N COILL AN BHAILE,Mayo,CATHOLIC,110106,279853,-9.3632,53.7605
14188A,BARNATRA N S,Mayo,CATHOLIC,79285,331998,-9.85102,54.2226
14193Q,S N DUBH THUAMA,Mayo,CATHOLIC,73801,315699,-9.92824,54.0749
14205U,S N MAINISTIR MUIGHEO,Mayo,CATHOLIC,126399,279398,-9.11608,53.759
14258S,CILL MHOR IORRAIS,Mayo,CATHOLIC,67049,330272,-10.0378,54.204
14290O,SCOIL NAOMH BRID,Mayo,CATHOLIC,110704,337508,-9.37106,54.2785
14400S,S N CILL MHUIRE,Mayo,CATHOLIC,110154,315208,-9.37285,54.0781
14418O,BOFIELD MIXED N S,Mayo,CATHOLIC,130104,316253,-9.06832,54.0906
14497N,S N B CURNANOOL,Mayo,CATHOLIC,110731,290036,-9.35668,53.8521
14534Q,GORTJORDAN N S,Mayo,CATHOLIC,123567,256074,-9.15328,53.549
14671D,S N NA CRAOBHAIGHE,Mayo,CATHOLIC,118150,337048,-9.25664,54.2756
14808E,IRISHTOWN N S,Mayo,CATHOLIC,141197,268439,-8.88963,53.6624
14863M,ACHILL SOUND CONVENT NS,Mayo,CATHOLIC,73368,299434,-9.92809,53.9287
14865Q,KILLOCRANN N S,Mayo,CATHOLIC,107735,313046,-9.40915,54.0582
14866S,SN BEAL A BHULAIN,Mayo,CATHOLIC,72171,306872,-9.94942,53.9952
14873P,DOOKINELLA  N.S.,Mayo,CATHOLIC,65888,304766,-10.0442,53.9747
15007V,PARTRY N S,Mayo,CATHOLIC,115666,272398,-9.27688,53.6945
15014S,CORCLOUGH NS,Mayo,CATHOLIC,67096,335864,-10.0395,54.2543
15030Q,ST MARYS N S,Mayo,CATHOLIC,146025,286555,-8.81976,53.8257
15032U,S N MUIRE GAN SMAL,Mayo,CATHOLIC,81689,341834,-9.81806,54.3115
15113U,S N SHEAMAIS,Mayo,CATHOLIC,143076,296879,-8.86646,53.9181
15257V,QUIGNAMANGER N S,Mayo,CATHOLIC,126147,320879,-9.12992,54.1316
15539I,ST JOHNS  NS,Mayo,CATHOLIC,147854,273918,-8.78985,53.7123
15555G,BREAFY N S,Mayo,CATHOLIC,127708,315703,-9.10481,54.0853
15866A,CARRAKENNEDY N S,Mayo,CATHOLIC,96667,273917,-9.56494,53.7047
15967G,CRIMLIN N S,Mayo,CATHOLIC,117459,297512,-9.25647,53.9203
15996N,RATHBANE N S,Mayo,CATHOLIC,113196,304667,-9.32338,53.9839
16021U,LISANISKA N S,Mayo,CATHOLIC,124365,309147,-9.15425,54.0259
16052I,S N NAOMH PADRAIG SAILE,Mayo,CATHOLIC,72473,301835,-9.94271,53.9501
16113C,SN TOIN NA GAOITHE,Mayo,CATHOLIC,78336,301954,-9.85349,53.9525
16122D,KNOCK N S,Mayo,CATHOLIC,139128,282929,-8.92378,53.7923
16170O,CLOGHANS N S,Mayo,CATHOLIC,120557,312657,-9.21327,54.0569
16173U,KINAFFE N S,Mayo,CATHOLIC,135838,294724,-8.97616,53.8979
16269K,KILLASSER NS,Mayo,CATHOLIC,137186,304124,-8.95759,53.9825
16283E,S N POL A TSOMAIS,Mayo,CATHOLIC,82910,336630,-9.79727,54.265
16289Q,ST JOHNS N S,Mayo,CATHOLIC,135793,306078,-8.97923,53.9999
16295L,SN AN CHORRAIN,Mayo,CATHOLIC,72499,301961,-9.94236,53.9512
16379R,VALLEY N S,Mayo,CATHOLIC,70456,308326,-9.97617,54.0078
16562I,KNOCKANILLO N S,Mayo,CATHOLIC,121928,321064,-9.1945,54.1326
16618J,MYNA N S,Mayo,CATHOLIC,96501,289206,-9.57258,53.842
16630W,CEARA N S,Mayo,CATHOLIC,132220,322214,-9.03733,54.1444
16756V,S N BRIGHDE,Mayo,CATHOLIC,149757,286673,-8.7631,53.8271
16780S,CULMORE N S,Mayo,CATHOLIC,141454,300780,-8.89189,53.953
16811D,KILLALA N S,Mayo,CATHOLIC,120092,330133,-9.22499,54.2138
16832L,MUIRISC NS,Mayo,CATHOLIC,91899,282381,-9.64007,53.7797
16904K,S N LAINN CILLE,Mayo,CATHOLIC,100375,279606,-9.51063,53.7565
16911H,S N LEATH ARDAN,Mayo,CATHOLIC,113652,309962,-9.31793,54.0316
16984L,S N NAOMH SHEOSAMH,Mayo,CATHOLIC,127666,253256,-9.09079,53.5243
17039V,S N COILL MOR,Mayo,CATHOLIC,93574,272074,-9.61113,53.6875
17082W,SCOIL CHOMAIN NAOFA,Mayo,CATHOLIC,126922,265990,-9.10499,53.6386
17098O,S N TIGHEARNAIN NAOFA,Mayo,CATHOLIC,119448,320210,-9.23221,54.1246
17119T,S N B BALL ALUINN,Mayo,CATHOLIC,125620,283854,-9.12896,53.7989
17129W,S N NAOMH PADRAIG,Mayo,CATHOLIC,115587,321962,-9.29175,54.1397
17176I,S N REALT NA MARA,Mayo,CATHOLIC,82472,296605,-9.78846,53.9055
17209U,COONEAL N.S.,Mayo,CATHOLIC,120900,324882,-9.21123,54.1668
17301I,S N TEACH CAOIN,Mayo,CATHOLIC,128784,272907,-9.07842,53.701
17321O,S N AN COILL MHOR,Mayo,CATHOLIC,101553,293752,-9.4973,53.8838
17482P,CLOGHER NS,Mayo,CATHOLIC,119098,279638,-9.22682,53.76
17483R,CARRAHOLLY N S,Mayo,CATHOLIC,95243,286178,-9.59065,53.8145
17532E,S N DRUIM SLAOD,Mayo,CATHOLIC,80257,310412,-9.82757,54.0289
17562N,S N OILEAN EADAIGH,Mayo,CATHOLIC,108721,286329,-9.38612,53.8184
17585C,S N BEAL CARADH,Mayo,CATHOLIC,119806,284676,-9.2174,53.8054
17615I,SN NAOMH PROINNSIAS,Mayo,CATHOLIC,121919,248755,-9.17631,53.483
17678J,S N FIONDALBHA,Mayo,CATHOLIC,122091,287688,-9.18348,53.8328
17682A,S N COLM NAOFA,Mayo,CATHOLIC,103974,286628,-9.45827,53.8203
17727T,SN CROI MUIRE,Mayo,CATHOLIC,70170,332495,-9.99091,54.2248
17874J,GLENCORRIB N S,Mayo,CATHOLIC,122486,251659,-9.16849,53.5092
17922R,CLOGHANS HILL N S,Mayo,CATHOLIC,131844,260395,-9.02935,53.589
17923T,S N BEAL AN MHUIRTHEAD,Mayo,CATHOLIC,70138,332502,-9.9914,54.2249
18002D,DRUMGALLAGH N S,Mayo,CATHOLIC,80592,305371,-9.82048,53.9837
18003F,S N ATHRACHT NFA BUACH,Mayo,CATHOLIC,147574,301602,-8.79881,53.961
18070U,CONVENT OF MERCY N.S.,Mayo,CATHOLIC,133855,276008,-9.00231,53.7295
18082E,S N DUMHACH,Mayo,CATHOLIC,61212,304681,-10.1154,53.9727
18145C,SN NMH TREASA,Mayo,CATHOLIC,143848,291948,-8.85381,53.8739
18175L,S N BEANNCHAIR,Mayo,CATHOLIC,120123,335745,-9.22601,54.2642
18503C,S N NAOMH BRID C,Mayo,CATHOLIC,116746,283682,-9.26357,53.796
18506I,S N NAOMH PADRAIG B,Mayo,CATHOLIC,124432,319175,-9.15573,54.116
18542M,S N NAOMH PADRAIG,Mayo,CATHOLIC,114428,290712,-9.3007,53.8588
18561Q,S N NAOMH IOSEPH,Mayo,CATHOLIC,123665,316009,-9.16666,54.0875
18562S,S N AN TEAGHLAIGH,Mayo,CATHOLIC,121292,296143,-9.19778,53.9086
18594I,S N ACHAIDH AN GHLAISIN,Mayo,CATHOLIC,72953,334867,-9.94926,54.2468
18694M,CONVENT OF MERCY N S,Mayo,CATHOLIC,114827,290267,-9.29451,53.8548
18712L,S N CNOC RUSCAIGHE,Mayo,CATHOLIC,104875,282382,-9.44328,53.7823
18754E,SN NAOMH SEOSAMH,Mayo,CATHOLIC,69908,304005,-9.98268,53.9689
18818E,S N NAOMH IOSAF,Mayo,CATHOLIC,107031,289580,-9.41275,53.8473
18848N,S N PEADAIR AGUS POL,Mayo,CATHOLIC,126071,298387,-9.12561,53.9295
18876S,SN Baile Cuisin,Mayo,CATHOLIC,129156,256945,-9.06916,53.5576
18880J,S N GORT SCEICHE,Mayo,CATHOLIC,132019,265087,-9.02773,53.6312
18922W,S N CHLUAIN LUIFIN,Mayo,CATHOLIC,115744,263373,-9.27325,53.6134
19324H,S N TEAGHLAIGH NAOFA,Mayo,CATHOLIC,76333,275720,-9.87344,53.7165
19394F,ROBEEN CENTRAL N S,Mayo,CATHOLIC,124103,270756,-9.14876,53.681
19402B,BALLYVARY CENTRAL N S,Mayo,CATHOLIC,124147,293707,-9.15374,53.8872
19451O,NEWPORT CENTRAL,Mayo,CATHOLIC,98575,294162,-9.54271,53.8869
19488O,SCOIL NAOMH FEICHIN,Mayo,CATHOLIC,129127,311766,-9.08221,54.0501
19651W,CARRACASTLE CENTRAL NS,Mayo,CATHOLIC,153893,300990,-8.70245,53.9561
19710M,BARNACARROLL CENTRAL NS,Mayo,CATHOLIC,135945,280144,-8.9715,53.7669
